Border,Date,Measure,Value,Average
US-Canada Border,06/01/2016 12:00:00 AM,Truck Containers Full,227,1839
US-Canada Border,06/01/2016 12:00:00 AM,Bus Passengers,227,1120
US-Canada Border,06/01/2016 12:00:00 AM,Truck Containers Empty,2,405
US-Mexico Border,06/01/2016 12:00:00 AM,Trains,0,3
US-Canada Border,06/01/2016 12:00:00 AM,Trains,0,10
US-Mexico Border,06/01/2016 12:00:00 AM,Train Passengers,0,7
US-Canada Border,06/01/2016 12:00:00 AM,Train Passengers,0,160
US-Mexico Border,06/01/2016 12:00:00 AM,Rail Containers Full,0,177
US-Canada Border,06/01/2016 12:00:00 AM,Rail Containers Full,0,476
US-Mexico Border,06/01/2016 12:00:00 AM,Rail Containers Empty,0,152
US-Canada Border,06/01/2016 12:00:00 AM,Rail Containers Empty,0,198
US-Mexico Border,06/01/2016 12:00:00 AM,Buses,0,60
US-Canada Border,06/01/2016 12:00:00 AM,Buses,0,42
US-Mexico Border,06/01/2015 12:00:00 AM,Personal Vehicle Passengers,147170,195830
US-Mexico Border,06/01/2015 12:00:00 AM,Personal Vehicles,86314,113010
US-Mexico Border,06/01/2015 12:00:00 AM,Bus Passengers,73842,75071
US-Mexico Border,06/01/2015 12:00:00 AM,Truck Containers Full,57300,59000
US-Mexico Border,06/01/2015 12:00:00 AM,Pedestrians,8974,22778
US-Mexico Border,06/01/2015 12:00:00 AM,Truck Containers Empty,5739,6358
US-Canada Border,06/01/2015 12:00:00 AM,Rail Containers Full,1909,2466
US-Canada Border,06/01/2015 12:00:00 AM,Personal Vehicle Passengers,1774,22971
US-Canada Border,06/01/2015 12:00:00 AM,Pedestrians,1320,1549
US-Canada Border,06/01/2015 12:00:00 AM,Trucks,1206,3393
US-Canada Border,06/01/2015 12:00:00 AM,Personal Vehicles,670,12253
US-Canada Border,06/01/2015 12:00:00 AM,Truck Containers Empty,608,1085
US-Mexico Border,06/01/2015 12:00:00 AM,Trains,63,67
US-Canada Border,06/01/2015 12:00:00 AM,Truck Containers Full,35,1864
US-Mexico Border,06/01/2015 12:00:00 AM,Trucks,0,2067
US-Canada Border,06/01/2015 12:00:00 AM,Trains,0,11
US-Mexico Border,06/01/2015 12:00:00 AM,Train Passengers,0,4
US-Canada Border,06/01/2015 12:00:00 AM,Train Passengers,0,166
US-Mexico Border,06/01/2015 12:00:00 AM,Rail Containers Full,0,182
US-Mexico Border,06/01/2015 12:00:00 AM,Rail Containers Empty,0,157
US-Canada Border,06/01/2015 12:00:00 AM,Rail Containers Empty,0,250
US-Mexico Border,06/01/2015 12:00:00 AM,Buses,0,73
US-Canada Border,06/01/2015 12:00:00 AM,Buses,0,46
US-Canada Border,06/01/2015 12:00:00 AM,Bus Passengers,0,936
US-Mexico Border,06/01/2014 12:00:00 AM,Personal Vehicles,327017,354047
US-Canada Border,06/01/2014 12:00:00 AM,Personal Vehicle Passengers,61934,87323
US-Mexico Border,06/01/2014 12:00:00 AM,Personal Vehicle Passengers,58398,105317
US-Mexico Border,06/01/2014 12:00:00 AM,Trucks,17820,19921
US-Mexico Border,06/01/2014 12:00:00 AM,Truck Containers Empty,15704,16353
US-Canada Border,06/01/2014 12:00:00 AM,Personal Vehicles,14697,28411
US-Mexico Border,06/01/2014 12:00:00 AM,Bus Passengers,9280,10319
US-Mexico Border,06/01/2014 12:00:00 AM,Pedestrians,6467,21038
US-Canada Border,06/01/2014 12:00:00 AM,Trucks,4575,6868
US-Canada Border,06/01/2014 12:00:00 AM,Rail Containers Empty,1339,1645
US-Canada Border,06/01/2014 12:00:00 AM,Truck Containers Empty,1287,1843
US-Canada Border,06/01/2014 12:00:00 AM,Truck Containers Full,459,2146
US-Canada Border,06/01/2014 12:00:00 AM,Pedestrians,201,417
US-Canada Border,06/01/2014 12:00:00 AM,Bus Passengers,181,1235
US-Mexico Border,06/01/2014 12:00:00 AM,Trains,126,130
US-Canada Border,06/01/2014 12:00:00 AM,Train Passengers,112,295
US-Canada Border,06/01/2014 12:00:00 AM,Trains,107,119
US-Mexico Border,06/01/2014 12:00:00 AM,Buses,80,159
US-Canada Border,06/01/2014 12:00:00 AM,Rail Containers Full,20,609
US-Mexico Border,06/01/2014 12:00:00 AM,Truck Containers Full,0,1432
US-Mexico Border,06/01/2014 12:00:00 AM,Train Passengers,0,5
US-Mexico Border,06/01/2014 12:00:00 AM,Rail Containers Full,0,193
US-Mexico Border,06/01/2014 12:00:00 AM,Rail Containers Empty,0,168
US-Canada Border,06/01/2014 12:00:00 AM,Buses,0,52
US-Canada Border,06/01/2013 12:00:00 AM,Personal Vehicle Passengers,112710,140483
US-Mexico Border,06/01/2013 12:00:00 AM,Personal Vehicle Passengers,104685,153431
US-Mexico Border,06/01/2013 12:00:00 AM,Trucks,60798,63111
US-Mexico Border,06/01/2013 12:00:00 AM,Personal Vehicles,31989,58219
US-Mexico Border,06/01/2013 12:00:00 AM,Pedestrians,9423,24479
US-Canada Border,06/01/2013 12:00:00 AM,Bus Passengers,6995,8182
US-Canada Border,06/01/2013 12:00:00 AM,Personal Vehicles,5295,19778
US-Mexico Border,06/01/2013 12:00:00 AM,Buses,3326,3426
US-Mexico Border,06/01/2013 12:00:00 AM,Rail Containers Empty,2147,2301
US-Mexico Border,06/01/2013 12:00:00 AM,Truck Containers Empty,1005,1574
US-Canada Border,06/01/2013 12:00:00 AM,Truck Containers Full,917,2512
US-Canada Border,06/01/2013 12:00:00 AM,Trucks,753,3038
US-Canada Border,06/01/2013 12:00:00 AM,Truck Containers Empty,653,1231
US-Canada Border,06/01/2013 12:00:00 AM,Trains,23,35
US-Canada Border,06/01/2013 12:00:00 AM,Buses,1,57
US-Mexico Border,06/01/2013 12:00:00 AM,Truck Containers Full,0,1358
US-Mexico Border,06/01/2013 12:00:00 AM,Trains,0,4
US-Mexico Border,06/01/2013 12:00:00 AM,Train Passengers,0,2
US-Canada Border,06/01/2013 12:00:00 AM,Train Passengers,0,185
US-Mexico Border,06/01/2013 12:00:00 AM,Rail Containers Full,0,192
US-Canada Border,06/01/2013 12:00:00 AM,Rail Containers Full,0,591
US-Canada Border,06/01/2013 12:00:00 AM,Rail Containers Empty,0,310
US-Canada Border,06/01/2013 12:00:00 AM,Pedestrians,0,243
US-Mexico Border,06/01/2013 12:00:00 AM,Bus Passengers,0,1062
US-Mexico Border,06/01/2012 12:00:00 AM,Personal Vehicles,65849,91702
US-Mexico Border,06/01/2012 12:00:00 AM,Personal Vehicle Passengers,65817,112681
US-Mexico Border,06/01/2012 12:00:00 AM,Pedestrians,57986,74497
US-Mexico Border,06/01/2012 12:00:00 AM,Trucks,27852,30178
US-Canada Border,06/01/2012 12:00:00 AM,Personal Vehicles,14460,29799
US-Canada Border,06/01/2012 12:00:00 AM,Rail Containers Full,7742,8398
US-Mexico Border,06/01/2012 12:00:00 AM,Buses,1591,1690
US-Canada Border,06/01/2012 12:00:00 AM,Bus Passengers,1541,2872
US-Canada Border,06/01/2012 12:00:00 AM,Trucks,456,2902
US-Canada Border,06/01/2012 12:00:00 AM,Personal Vehicle Passengers,197,28550
US-Canada Border,06/01/2012 12:00:00 AM,Truck Containers Full,69,1834
US-Mexico Border,06/01/2012 12:00:00 AM,Truck Containers Empty,68,752
US-Mexico Border,06/01/2012 12:00:00 AM,Trains,54,58
US-Mexico Border,06/01/2012 12:00:00 AM,Bus Passengers,22,1181
US-Canada Border,06/01/2012 12:00:00 AM,Buses,9,70
US-Canada Border,06/01/2012 12:00:00 AM,Pedestrians,5,238
US-Canada Border,06/01/2012 12:00:00 AM,Truck Containers Empty,1,587
US-Mexico Border,06/01/2012 12:00:00 AM,Truck Containers Full,0,1483
US-Canada Border,06/01/2012 12:00:00 AM,Trains,0,12
US-Mexico Border,06/01/2012 12:00:00 AM,Train Passengers,0,1
US-Canada Border,06/01/2012 12:00:00 AM,Train Passengers,0,174
US-Mexico Border,06/01/2012 12:00:00 AM,Rail Containers Full,0,184
US-Mexico Border,06/01/2012 12:00:00 AM,Rail Containers Empty,0,170
US-Canada Border,06/01/2012 12:00:00 AM,Rail Containers Empty,0,313
US-Mexico Border,06/01/2011 12:00:00 AM,Personal Vehicle Passengers,714024,766191
US-Mexico Border,06/01/2011 12:00:00 AM,Personal Vehicles,335687,365003
US-Mexico Border,06/01/2011 12:00:00 AM,Pedestrians,32382,49686
US-Canada Border,06/01/2011 12:00:00 AM,Truck Containers Empty,22503,23189
US-Canada Border,06/01/2011 12:00:00 AM,Personal Vehicle Passengers,19095,47140
US-Mexico Border,06/01/2011 12:00:00 AM,Trucks,18387,20804
US-Canada Border,06/01/2011 12:00:00 AM,Rail Containers Full,5039,5608
US-Canada Border,06/01/2011 12:00:00 AM,Personal Vehicles,2381,17699
US-Mexico Border,06/01/2011 12:00:00 AM,Truck Containers Empty,1712,2452
US-Mexico Border,06/01/2011 12:00:00 AM,Buses,1605,1705
US-Canada Border,06/01/2011 12:00:00 AM,Trucks,862,3494
US-Mexico Border,06/01/2011 12:00:00 AM,Truck Containers Full,326,1906
US-Canada Border,06/01/2011 12:00:00 AM,Truck Containers Full,57,2008
US-Canada Border,06/01/2011 12:00:00 AM,Pedestrians,27,208
US-Mexico Border,06/01/2011 12:00:00 AM,Trains,0,4
US-Canada Border,06/01/2011 12:00:00 AM,Trains,0,12
US-Mexico Border,06/01/2011 12:00:00 AM,Train Passengers,0,2
US-Canada Border,06/01/2011 12:00:00 AM,Train Passengers,0,194
US-Mexico Border,06/01/2011 12:00:00 AM,Rail Containers Full,0,179
US-Mexico Border,06/01/2011 12:00:00 AM,Rail Containers Empty,0,181
US-Canada Border,06/01/2011 12:00:00 AM,Rail Containers Empty,0,286
US-Canada Border,06/01/2011 12:00:00 AM,Buses,0,64
US-Mexico Border,06/01/2011 12:00:00 AM,Bus Passengers,0,1124
US-Canada Border,06/01/2011 12:00:00 AM,Bus Passengers,0,1332
US-Mexico Border,06/01/2010 12:00:00 AM,Personal Vehicle Passengers,872961,938589
US-Mexico Border,06/01/2010 12:00:00 AM,Pedestrians,127755,146752
US-Mexico Border,06/01/2010 12:00:00 AM,Personal Vehicles,32539,63074
US-Canada Border,06/01/2010 12:00:00 AM,Personal Vehicle Passengers,7114,35481
US-Canada Border,06/01/2010 12:00:00 AM,Bus Passengers,2127,3518
US-Mexico Border,06/01/2010 12:00:00 AM,Trucks,2010,4429
US-Canada Border,06/01/2010 12:00:00 AM,Trucks,667,3518
US-Mexico Border,06/01/2010 12:00:00 AM,Truck Containers Empty,242,981
US-Canada Border,06/01/2010 12:00:00 AM,Personal Vehicles,193,14789
US-Canada Border,06/01/2010 12:00:00 AM,Buses,179,249
US-Mexico Border,06/01/2010 12:00:00 AM,Bus Passengers,134,1321
US-Canada Border,06/01/2010 12:00:00 AM,Truck Containers Full,72,2241
US-Canada Border,06/01/2010 12:00:00 AM,Truck Containers Empty,60,642
US-Mexico Border,06/01/2010 12:00:00 AM,Buses,60,163
US-Mexico Border,06/01/2010 12:00:00 AM,Trains,40,44
US-Mexico Border,06/01/2010 12:00:00 AM,Truck Containers Full,28,1648
US-Canada Border,06/01/2010 12:00:00 AM,Trains,0,12
US-Mexico Border,06/01/2010 12:00:00 AM,Train Passengers,0,2
US-Canada Border,06/01/2010 12:00:00 AM,Train Passengers,0,190
US-Mexico Border,06/01/2010 12:00:00 AM,Rail Containers Full,0,163
US-Canada Border,06/01/2010 12:00:00 AM,Rail Containers Full,0,551
US-Mexico Border,06/01/2010 12:00:00 AM,Rail Containers Empty,0,189
US-Canada Border,06/01/2010 12:00:00 AM,Rail Containers Empty,0,263
US-Canada Border,06/01/2010 12:00:00 AM,Pedestrians,0,273
US-Mexico Border,06/01/2009 12:00:00 AM,Personal Vehicles,330414,368531
US-Mexico Border,06/01/2009 12:00:00 AM,Personal Vehicle Passengers,76218,147962
US-Canada Border,06/01/2009 12:00:00 AM,Personal Vehicles,41995,56238
US-Mexico Border,06/01/2009 12:00:00 AM,Truck Containers Empty,26253,27237
US-Mexico Border,06/01/2009 12:00:00 AM,Truck Containers Full,23652,25210
US-Mexico Border,06/01/2009 12:00:00 AM,Pedestrians,6743,27072
US-Mexico Border,06/01/2009 12:00:00 AM,Trucks,2729,4987
US-Mexico Border,06/01/2009 12:00:00 AM,Rail Containers Full,2438,2550
US-Mexico Border,06/01/2009 12:00:00 AM,Rail Containers Empty,2086,2263
US-Canada Border,06/01/2009 12:00:00 AM,Personal Vehicle Passengers,1622,29325
US-Canada Border,06/01/2009 12:00:00 AM,Trucks,1546,4153
US-Mexico Border,06/01/2009 12:00:00 AM,Bus Passengers,1452,2592
US-Canada Border,06/01/2009 12:00:00 AM,Bus Passengers,440,1870
US-Canada Border,06/01/2009 12:00:00 AM,Trains,146,160
US-Canada Border,06/01/2009 12:00:00 AM,Truck Containers Empty,22,517
US-Canada Border,06/01/2009 12:00:00 AM,Pedestrians,21,259
US-Canada Border,06/01/2009 12:00:00 AM,Rail Containers Empty,20,265
US-Mexico Border,06/01/2009 12:00:00 AM,Buses,16,128
US-Canada Border,06/01/2009 12:00:00 AM,Buses,14,85
US-Canada Border,06/01/2009 12:00:00 AM,Truck Containers Full,0,2055
US-Mexico Border,06/01/2009 12:00:00 AM,Trains,0,4
US-Mexico Border,06/01/2009 12:00:00 AM,Train Passengers,0,2
US-Canada Border,06/01/2009 12:00:00 AM,Train Passengers,0,173
US-Canada Border,06/01/2009 12:00:00 AM,Rail Containers Full,0,494
US-Mexico Border,06/01/2008 12:00:00 AM,Personal Vehicle Passengers,322899,412705
US-Mexico Border,06/01/2008 12:00:00 AM,Pedestrians,157478,182627
US-Mexico Border,06/01/2008 12:00:00 AM,Personal Vehicles,70059,114190
US-Mexico Border,06/01/2008 12:00:00 AM,Trucks,69111,72433
US-Canada Border,06/01/2008 12:00:00 AM,Personal Vehicle Passengers,37110,72448
US-Mexico Border,06/01/2008 12:00:00 AM,Rail Containers Empty,13558,13890
US-Canada Border,06/01/2008 12:00:00 AM,Personal Vehicles,3181,21123
US-Canada Border,06/01/2008 12:00:00 AM,Trucks,1273,4758
US-Canada Border,06/01/2008 12:00:00 AM,Bus Passengers,883,3217
US-Mexico Border,06/01/2008 12:00:00 AM,Bus Passengers,828,2616
US-Mexico Border,06/01/2008 12:00:00 AM,Truck Containers Empty,649,1745
US-Mexico Border,06/01/2008 12:00:00 AM,Truck Containers Full,350,2107
US-Canada Border,06/01/2008 12:00:00 AM,Train Passengers,292,526
US-Canada Border,06/01/2008 12:00:00 AM,Buses,30,123
US-Mexico Border,06/01/2008 12:00:00 AM,Buses,12,169
US-Canada Border,06/01/2008 12:00:00 AM,Truck Containers Full,0,2822
US-Canada Border,06/01/2008 12:00:00 AM,Truck Containers Empty,0,636
US-Mexico Border,06/01/2008 12:00:00 AM,Trains,0,6
US-Canada Border,06/01/2008 12:00:00 AM,Trains,0,17
US-Mexico Border,06/01/2008 12:00:00 AM,Train Passengers,0,13
US-Mexico Border,06/01/2008 12:00:00 AM,Rail Containers Full,0,197
US-Canada Border,06/01/2008 12:00:00 AM,Rail Containers Full,0,699
US-Canada Border,06/01/2008 12:00:00 AM,Rail Containers Empty,0,319
US-Canada Border,06/01/2008 12:00:00 AM,Pedestrians,0,374
US-Mexico Border,06/01/2007 12:00:00 AM,Personal Vehicle Passengers,2398143,2511145
US-Mexico Border,06/01/2007 12:00:00 AM,Pedestrians,180500,213435
US-Mexico Border,06/01/2007 12:00:00 AM,Bus Passengers,50961,53481
US-Mexico Border,06/01/2007 12:00:00 AM,Trucks,24640,27846
US-Canada Border,06/01/2007 12:00:00 AM,Personal Vehicle Passengers,18494,57870
US-Mexico Border,06/01/2007 12:00:00 AM,Truck Containers Empty,12688,13818
US-Canada Border,06/01/2007 12:00:00 AM,Trucks,9251,13341
US-Canada Border,06/01/2007 12:00:00 AM,Personal Vehicles,8988,28797
US-Mexico Border,06/01/2007 12:00:00 AM,Personal Vehicles,2474,50543
US-Canada Border,06/01/2007 12:00:00 AM,Rail Containers Full,175,996
US-Canada Border,06/01/2007 12:00:00 AM,Truck Containers Empty,165,767
US-Mexico Border,06/01/2007 12:00:00 AM,Truck Containers Full,149,2132
US-Canada Border,06/01/2007 12:00:00 AM,Pedestrians,126,423
US-Canada Border,06/01/2007 12:00:00 AM,Truck Containers Full,8,3379
US-Mexico Border,06/01/2007 12:00:00 AM,Buses,6,166
US-Mexico Border,06/01/2007 12:00:00 AM,Trains,0,6
US-Canada Border,06/01/2007 12:00:00 AM,Trains,0,18
US-Mexico Border,06/01/2007 12:00:00 AM,Train Passengers,0,11
US-Canada Border,06/01/2007 12:00:00 AM,Train Passengers,0,250
US-Mexico Border,06/01/2007 12:00:00 AM,Rail Containers Full,0,244
US-Mexico Border,06/01/2007 12:00:00 AM,Rail Containers Empty,0,258
US-Canada Border,06/01/2007 12:00:00 AM,Rail Containers Empty,0,336
US-Canada Border,06/01/2007 12:00:00 AM,Buses,0,103
US-Canada Border,06/01/2007 12:00:00 AM,Bus Passengers,0,2786
US-Mexico Border,06/01/2006 12:00:00 AM,Pedestrians,587249,620859
US-Mexico Border,06/01/2006 12:00:00 AM,Personal Vehicle Passengers,419810,537980
US-Canada Border,06/01/2006 12:00:00 AM,Personal Vehicles,60334,82581
US-Mexico Border,06/01/2006 12:00:00 AM,Personal Vehicles,45841,103627
US-Mexico Border,06/01/2006 12:00:00 AM,Trucks,38475,42121
US-Canada Border,06/01/2006 12:00:00 AM,Personal Vehicle Passengers,15084,61281
US-Mexico Border,06/01/2006 12:00:00 AM,Truck Containers Full,2807,4946
US-Mexico Border,06/01/2006 12:00:00 AM,Train Passengers,1055,1079
US-Mexico Border,06/01/2006 12:00:00 AM,Truck Containers Empty,662,1803
US-Canada Border,06/01/2006 12:00:00 AM,Truck Containers Full,128,4037
US-Canada Border,06/01/2006 12:00:00 AM,Truck Containers Empty,94,811
US-Canada Border,06/01/2006 12:00:00 AM,Buses,21,113
US-Canada Border,06/01/2006 12:00:00 AM,Trucks,0,4663
US-Mexico Border,06/01/2006 12:00:00 AM,Trains,0,7
US-Canada Border,06/01/2006 12:00:00 AM,Trains,0,22
US-Canada Border,06/01/2006 12:00:00 AM,Train Passengers,0,267
US-Mexico Border,06/01/2006 12:00:00 AM,Rail Containers Full,0,266
US-Canada Border,06/01/2006 12:00:00 AM,Rail Containers Full,0,948
US-Mexico Border,06/01/2006 12:00:00 AM,Rail Containers Empty,0,277
US-Canada Border,06/01/2006 12:00:00 AM,Rail Containers Empty,0,350
US-Canada Border,06/01/2006 12:00:00 AM,Pedestrians,0,273
US-Mexico Border,06/01/2006 12:00:00 AM,Buses,0,169
US-Mexico Border,06/01/2006 12:00:00 AM,Bus Passengers,0,1986
US-Canada Border,06/01/2006 12:00:00 AM,Bus Passengers,0,2272
US-Mexico Border,06/01/2005 12:00:00 AM,Personal Vehicle Passengers,693679,834407
US-Canada Border,06/01/2005 12:00:00 AM,Personal Vehicles,566521,596035
US-Mexico Border,06/01/2005 12:00:00 AM,Trucks,122789,127438
US-Canada Border,06/01/2005 12:00:00 AM,Personal Vehicle Passengers,99803,150955
US-Mexico Border,06/01/2005 12:00:00 AM,Personal Vehicles,80547,148338
US-Mexico Border,06/01/2005 12:00:00 AM,Truck Containers Full,35968,38605
US-Canada Border,06/01/2005 12:00:00 AM,Rail Containers Full,8544,9645
US-Canada Border,06/01/2005 12:00:00 AM,Truck Containers Full,6486,11118
US-Canada Border,06/01/2005 12:00:00 AM,Buses,4472,4652
US-Mexico Border,06/01/2005 12:00:00 AM,Bus Passengers,2550,5088
US-Mexico Border,06/01/2005 12:00:00 AM,Truck Containers Empty,2511,3740
US-Mexico Border,06/01/2005 12:00:00 AM,Buses,202,395
US-Mexico Border,06/01/2005 12:00:00 AM,Pedestrians,189,32995
US-Canada Border,06/01/2005 12:00:00 AM,Train Passengers,93,359
US-Canada Border,06/01/2005 12:00:00 AM,Trains,31,54
US-Canada Border,06/01/2005 12:00:00 AM,Pedestrians,21,430
US-Canada Border,06/01/2005 12:00:00 AM,Trucks,3,5307
US-Canada Border,06/01/2005 12:00:00 AM,Truck Containers Empty,0,733
US-Mexico Border,06/01/2005 12:00:00 AM,Trains,0,7
US-Mexico Border,06/01/2005 12:00:00 AM,Train Passengers,0,13
US-Mexico Border,06/01/2005 12:00:00 AM,Rail Containers Full,0,253
US-Mexico Border,06/01/2005 12:00:00 AM,Rail Containers Empty,0,258
US-Canada Border,06/01/2005 12:00:00 AM,Rail Containers Empty,0,368
US-Canada Border,06/01/2005 12:00:00 AM,Bus Passengers,0,3339
US-Mexico Border,06/01/2004 12:00:00 AM,Personal Vehicles,1166787,1252236
US-Mexico Border,06/01/2004 12:00:00 AM,Personal Vehicle Passengers,855419,1017079
US-Canada Border,06/01/2004 12:00:00 AM,Personal Vehicles,50717,79010
US-Mexico Border,06/01/2004 12:00:00 AM,Bus Passengers,21964,24849
US-Canada Border,06/01/2004 12:00:00 AM,Personal Vehicle Passengers,9861,66936
US-Mexico Border,06/01/2004 12:00:00 AM,Trucks,8785,12714
US-Canada Border,06/01/2004 12:00:00 AM,Train Passengers,3705,3903
US-Mexico Border,06/01/2004 12:00:00 AM,Truck Containers Full,2900,5357
US-Canada Border,06/01/2004 12:00:00 AM,Trucks,1260,7425
US-Canada Border,06/01/2004 12:00:00 AM,Bus Passengers,868,5039
US-Mexico Border,06/01/2004 12:00:00 AM,Truck Containers Empty,397,1803
US-Canada Border,06/01/2004 12:00:00 AM,Truck Containers Full,328,5486
US-Mexico Border,06/01/2004 12:00:00 AM,Pedestrians,310,37959
US-Canada Border,06/01/2004 12:00:00 AM,Rail Containers Empty,292,698
US-Canada Border,06/01/2004 12:00:00 AM,Truck Containers Empty,208,1033
US-Mexico Border,06/01/2004 12:00:00 AM,Buses,29,240
US-Canada Border,06/01/2004 12:00:00 AM,Buses,24,197
US-Canada Border,06/01/2004 12:00:00 AM,Trains,23,51
US-Canada Border,06/01/2004 12:00:00 AM,Pedestrians,9,1129
US-Mexico Border,06/01/2004 12:00:00 AM,Trains,0,6
US-Mexico Border,06/01/2004 12:00:00 AM,Train Passengers,0,10
US-Mexico Border,06/01/2004 12:00:00 AM,Rail Containers Full,0,282
US-Canada Border,06/01/2004 12:00:00 AM,Rail Containers Full,0,1265
US-Mexico Border,06/01/2004 12:00:00 AM,Rail Containers Empty,0,285
US-Mexico Border,06/01/2003 12:00:00 AM,Personal Vehicles,1160069,1256425
US-Mexico Border,06/01/2003 12:00:00 AM,Personal Vehicle Passengers,1092107,1286610
US-Canada Border,06/01/2003 12:00:00 AM,Personal Vehicle Passengers,17977,82586
US-Mexico Border,06/01/2003 12:00:00 AM,Pedestrians,12045,55707
US-Mexico Border,06/01/2003 12:00:00 AM,Bus Passengers,4880,8546
US-Canada Border,06/01/2003 12:00:00 AM,Buses,3107,3320
US-Mexico Border,06/01/2003 12:00:00 AM,Truck Containers Empty,2871,4466
US-Mexico Border,06/01/2003 12:00:00 AM,Trucks,2751,6775
US-Mexico Border,06/01/2003 12:00:00 AM,Truck Containers Full,1565,4018
US-Canada Border,06/01/2003 12:00:00 AM,Truck Containers Full,745,6089
US-Canada Border,06/01/2003 12:00:00 AM,Personal Vehicles,450,31339
US-Canada Border,06/01/2003 12:00:00 AM,Rail Containers Empty,164,596
US-Canada Border,06/01/2003 12:00:00 AM,Train Passengers,60,354
US-Canada Border,06/01/2003 12:00:00 AM,Trucks,0,6394
US-Canada Border,06/01/2003 12:00:00 AM,Truck Containers Empty,0,856
US-Mexico Border,06/01/2003 12:00:00 AM,Trains,0,7
